scenario,tid,price,outbound_departure,outbound_arrival,outbound_connections,outbound_duration,returning_departure,returning_arrival,returning_connections,returning_duration
14,23,505,680,1285,1,425,1265,1724,2,639
14,24,505,680,1285,1,425,1265,1799,2,714
14,25,508,1285,1761,0,296,1265,1724,2,639
14,26,550,1285,1761,0,296,1070,1511,2,621
14,27,508,465,953,0,308,1265,1799,2,714
14,28,583,1285,1761,0,296,1265,1724,2,639
14,29,682,790,1390,1,420,840,1105,1,445
14,30,541,1285,1761,0,296,675,957,1,462
14,31,508,935,1418,0,303,1265,1724,2,639
14,32,505,480,1168,1,508,1265,1799,2,714
14,33,501,465,953,0,308,1265,1799,2,714
14,34,565,700,1355,1,475,715,885,0,350
14,35,501,935,1418,0,303,1265,1724,2,639
14,36,505,780,1379,1,419,1265,1799,2,714
14,37,508,465,953,0,308,1265,1724,2,639
14,38,501,1285,1761,0,296,1265,1724,2,639
14,39,550,700,1355,1,475,1070,1436,1,546
14,40,555,1285,1761,0,296,715,885,0,350
14,41,501,465,953,0,308,1265,1724,2,639
14,42,501,1285,1761,0,296,1265,1799,2,714
14,43,504,760,1420,1,480,1265,1799,2,714
14,44,504,520,1150,1,450,1265,1724,2,639
14,45,504,520,1150,1,450,1265,1799,2,714
14,46,736,620,1397,1,597,1085,1576,2,671
14,47,548,1285,1761,0,296,715,885,0,350
14,48,778,795,1410,1,435,1275,1616,1,521
14,49,504,760,1420,1,480,1265,1724,2,639
14,50,541,1285,1761,0,296,675,957,1,462
14,51,512,680,1285,1,425,1265,1724,2,639
14,52,809,620,1397,1,597,735,1186,1,631
14,53,504,700,1355,1,475,1265,1724,2,639
14,54,563,1160,1799,1,459,1070,1511,2,621
14,55,501,935,1418,0,303,1265,1799,2,714
14,56,561,1160,1799,1,459,1275,1576,1,481
14,57,969,790,1390,1,420,1085,1576,2,671
14,58,548,1285,1761,0,296,715,885,0,350
14,59,558,700,1355,1,475,715,885,0,350
15,1,412,1069,1386,1,317,1243,1484,1,241
15,2,412,980,1219,1,239,980,1297,1,317
15,3,331,360,698,1,338,1045,1492,1,447
15,4,289,944,1180,1,236,1275,1725,1,450
15,5,501,1005,1123,0,118,1157,1268,0,111
15,6,239,360,593,1,233,810,1089,1,279
15,7,565,736,854,0,118,970,1330,2,360
15,8,423,1005,1123,0,118,862,1472,2,610
15,9,423,488,611,0,123,862,1472,2,610
15,10,592,743,1048,1,305,862,1472,2,610
15,11,289,664,892,1,228,1275,1725,1,450
15,12,431,1199,1420,1,221,862,1292,2,430
15,13,501,736,854,0,118,1157,1268,0,111
15,14,339,710,1140,1,430,760,1201,1,441
15,15,331,980,1309,1,329,760,1201,1,441
15,16,484,710,1140,1,430,830,1078,1,248
15,17,412,1069,1320,1,251,725,1014,1,289
15,18,289,1180,1401,1,221,1275,1725,1,450
15,19,431,1081,1296,1,215,862,1292,2,430
15,20,412,1132,1386,1,254,980,1227,1,247
15,21,412,980,1219,1,239,725,936,1,211
15,22,501,736,854,0,118,589,700,0,111
15,23,289,360,593,1,233,1275,1725,1,450
15,24,331,360,698,1,338,760,1201,1,441
15,25,383,710,1140,1,430,862,1292,2,430
15,26,431,419,785,1,366,862,1292,2,430
15,27,412,870,1135,1,265,1243,1484,1,241
15,28,520,710,1140,1,430,970,1330,2,360
15,29,522,736,854,0,118,830,1078,1,248
15,30,412,455,795,1,340,830,1078,1,248
15,31,385,710,1140,1,430,862,1472,2,610
15,32,339,710,1140,1,430,1045,1492,1,447
15,33,239,664,892,1,228,525,754,1,229
15,34,520,1199,1420,1,221,970,1188,1,218
15,35,239,664,892,1,228,1042,1256,1,214
15,36,331,980,1309,1,329,1045,1492,1,447
15,37,385,710,1140,1,430,862,1472,2,610
15,38,239,1180,1401,1,221,1042,1256,1,214
15,39,501,736,854,0,118,888,996,0,108
15,40,501,1005,1123,0,118,888,996,0,108
15,41,239,360,593,1,233,1042,1256,1,214
15,42,239,944,1180,1,236,1042,1256,1,214
15,43,239,944,1180,1,236,810,1089,1,279
15,44,239,360,593,1,233,525,754,1,229
15,45,239,664,892,1,228,810,1089,1,279
15,46,571,405,653,1,248,970,1330,2,360
15,47,412,1132,1445,1,313,830,1150,1,320
15,48,597,743,1048,1,305,862,1292,2,430
15,49,239,1180,1401,1,221,810,1089,1,279
15,50,412,1069,1386,1,317,1110,1384,1,274
15,51,412,870,1135,1,265,1110,1384,1,274
15,52,687,743,1048,1,305,1163,1415,1,252
15,53,239,944,1180,1,236,525,754,1,229
15,54,511,736,854,0,118,1163,1415,1,252
15,55,239,1180,1401,1,221,525,754,1,229
15,56,501,488,611,0,123,888,996,0,108
15,57,694,743,1048,1,305,1036,1518,2,482
15,58,423,736,854,0,118,862,1472,2,610
15,59,501,1005,1123,0,118,589,700,0,111
16,1,356,923,1359,1,316,1230,1560,1,450
16,2,356,923,1359,1,316,1230,1560,1,450
16,3,351,410,830,1,300,917,1198,1,401
16,4,349,430,1060,1,510,1265,1476,1,331
16,5,402,756,1359,2,483,1265,1476,1,331
16,6,349,675,1143,1,348,917,1198,1,401
16,7,503,1044,1449,1,285,917,1115,1,318
16,8,360,420,1143,2,603,1265,1476,1,331
16,9,361,750,1215,1,345,605,935,1,450
16,10,508,750,1360,2,490,917,1198,1,401
16,11,349,430,930,1,380,605,935,1,450
16,12,368,750,1215,1,345,917,1198,1,401
16,13,400,780,1390,2,490,675,1043,1,488
16,14,351,990,1397,1,287,605,935,1,450
16,15,349,430,1060,1,510,605,935,1,450
16,16,369,756,1397,1,521,1265,1476,1,331
16,17,356,923,1359,1,316,605,935,1,450
16,18,349,925,1405,1,360,1230,1560,1,450
16,19,361,750,1215,1,345,1230,1560,1,450
16,20,356,1044,1449,1,285,1230,1560,1,450
16,21,356,1044,1449,1,285,605,935,1,450
16,22,391,420,824,1,284,675,1043,1,488
16,23,349,430,930,1,380,1230,1560,1,450
16,24,351,990,1397,1,287,917,1198,1,401
16,25,351,410,830,1,300,605,935,1,450
16,26,368,432,969,1,417,917,1198,1,401
16,27,356,925,1405,1,360,917,1198,1,401
16,28,456,750,1215,1,345,1126,1598,2,592
16,29,501,1044,1449,1,285,917,1115,1,318
16,30,356,430,930,1,380,917,1198,1,401
16,31,351,410,830,1,300,1230,1560,1,450
16,32,351,990,1397,1,287,1230,1560,1,450
16,33,349,675,1143,1,348,1265,1476,1,331
16,34,454,923,1359,1,316,1150,1353,1,323
16,35,337,410,830,1,300,1265,1476,1,331
16,36,349,430,1060,1,510,1230,1560,1,450
16,37,356,923,1359,1,316,917,1198,1,401
16,38,337,990,1397,1,287,1265,1476,1,331
16,39,570,750,1360,2,490,1126,1598,2,592
16,40,388,420,1359,2,819,917,1198,1,401
16,41,391,420,824,1,284,1265,1476,1,331
16,42,349,1044,1449,1,285,1265,1476,1,331
16,43,349,923,1359,1,316,1265,1476,1,331
16,44,349,925,1405,1,360,605,935,1,450
16,45,349,1044,1449,1,285,917,1198,1,401
16,46,349,923,1359,1,316,917,1198,1,401
16,47,504,923,1336,1,293,552,785,1,353
16,48,356,675,1143,1,348,1230,1560,1,450
16,49,541,420,824,1,284,1150,1353,1,323
16,50,349,430,930,1,380,1265,1476,1,331
16,51,356,675,1143,1,348,605,935,1,450
16,52,356,923,1359,1,316,605,935,1,450
16,53,541,420,824,1,284,1150,1353,1,323
16,54,349,925,1405,1,360,1265,1476,1,331
16,55,441,1044,1449,1,285,917,1115,1,318
16,56,349,923,1359,1,316,1265,1476,1,331
16,57,407,580,1215,2,515,605,935,1,450
16,58,554,990,1397,1,287,917,1115,1,318
16,59,356,430,1060,1,510,917,1198,1,401
16,60,399,923,1359,1,316,1235,1765,2,650
17,1,568,720,1393,1,493,1150,1302,0,332
17,2,568,1425,1890,0,285,580,897,1,497
17,3,566,1375,2123,2,568,1210,1533,1,503
17,4,563,1375,2123,2,568,1390,1634,1,424
17,5,697,650,1318,1,488,730,1013,1,463
17,6,559,1295,1841,1,366,1150,1302,0,332
17,7,830,30,593,1,383,710,930,1,400
17,8,579,1255,1841,1,406,1150,1302,0,332
17,9,581,30,593,1,383,1150,1302,0,332
17,10,942,1425,1890,0,285,710,930,1,400
17,11,561,1375,2123,2,568,975,1336,1,541
17,12,591,30,593,1,383,1075,1385,1,490
17,13,692,650,1318,1,488,1210,1533,1,503
17,14,566,1375,2130,2,575,1210,1533,1,503
17,15,565,1295,1841,1,366,1390,1634,1,424
17,16,601,750,1290,1,360,1150,1302,0,332
17,17,568,1425,1890,0,285,1075,1385,1,490
17,18,561,1375,2130,2,575,975,1261,1,466
17,19,590,1255,1841,1,406,580,897,1,497
17,20,567,1355,1980,1,445,1350,1685,1,515
17,21,567,405,1025,1,440,1350,1685,1,515
17,22,651,720,1457,1,557,975,1336,1,541
17,23,561,1375,2130,2,575,975,1336,1,541
17,24,566,1375,2130,2,575,470,777,1,487
17,25,567,405,1025,1,440,1305,1595,1,470
17,26,596,1375,2130,2,575,1145,1455,1,490
17,27,568,1375,2130,2,575,1390,1634,1,424
17,28,817,720,1393,1,493,925,1254,1,509
17,29,817,720,1457,1,557,925,1254,1,509
17,30,568,1375,2111,1,556,1150,1302,0,332
17,31,567,1355,1980,1,445,1305,1595,1,470
17,32,567,360,950,1,410,1305,1595,1,470
17,33,489,1375,2130,2,575,580,897,1,497
17,34,779,1255,1841,1,406,590,926,1,516
17,35,485,1375,2130,2,575,1150,1302,0,332
17,36,566,1375,2123,2,568,470,777,1,487
17,37,567,360,950,1,410,1350,1685,1,515
17,38,480,1375,2123,2,568,1150,1302,0,332
17,39,601,407,950,1,363,1150,1302,0,332
17,40,626,420,1018,1,418,1195,1459,1,444
17,41,489,1375,2123,2,568,1075,1385,1,490
17,42,489,1375,2130,2,575,1075,1385,1,490
17,43,561,1375,2123,2,568,975,1261,1,466
17,44,496,1375,2041,1,486,1150,1302,0,332
17,45,557,1425,1890,0,285,1150,1302,0,332
17,46,852,720,1326,1,426,925,1254,1,509
17,47,570,1295,1841,1,366,470,777,1,487
17,48,942,1425,1890,0,285,710,930,1,400
17,49,507,1375,2041,1,486,580,897,1,497
17,50,568,720,1457,1,557,1150,1302,0,332
17,51,568,865,1457,1,412,1150,1302,0,332
17,52,988,1260,1986,1,546,1143,1603,1,640
17,53,507,1375,2041,1,486,1075,1385,1,490
17,54,717,1260,1986,1,546,1305,1595,1,470
17,55,489,1375,2123,2,568,580,897,1,497
17,56,717,1260,1986,1,546,670,925,1,435
17,57,578,360,950,1,410,670,925,1,435
17,58,687,650,1318,1,488,1390,1634,1,424
18,1,677,731,1046,1,315,1165,1582,1,417
18,2,677,653,986,1,333,1047,1418,1,371
18,3,677,596,929,1,333,725,1031,1,306
18,4,677,360,688,1,328,915,1216,1,301
18,5,948,400,731,1,331,915,1216,1,301
18,6,677,731,1046,1,315,915,1216,1,301
18,7,2029,596,929,1,333,505,848,1,343
18,8,677,430,929,1,499,725,1031,1,306
18,9,677,430,929,1,499,1335,1661,1,326
18,10,2029,360,688,1,328,1150,1624,1,474
18,11,677,596,929,1,333,1047,1341,1,294
18,12,713,410,713,1,303,1255,1548,1,293
18,13,938,560,1030,1,470,1150,1624,1,474
18,14,677,731,1046,1,315,1335,1661,1,326
18,15,677,731,1046,1,315,600,916,1,316
18,16,713,947,1359,1,412,1255,1548,1,293
18,17,677,596,929,1,333,1047,1418,1,371
18,18,677,360,688,1,328,1047,1341,1,294
18,19,677,430,929,1,499,910,1238,1,328
18,20,677,653,986,1,333,910,1238,1,328
18,21,677,596,929,1,333,910,1238,1,328
18,22,814,584,1359,2,775,615,915,1,300
18,23,677,653,986,1,333,1047,1341,1,294
18,24,677,653,986,1,333,915,1216,1,301
18,25,677,731,1046,1,315,746,1076,1,330
18,26,713,1046,1359,1,313,1255,1548,1,293
18,27,677,731,1046,1,315,1047,1418,1,371
18,28,1582,653,1201,2,548,505,833,1,328
18,29,1582,653,1201,2,548,1150,1619,1,469
18,30,677,360,688,1,328,1165,1582,1,417
18,31,677,653,986,1,333,600,916,1,316
18,32,677,731,1046,1,315,910,1238,1,328
18,33,667,947,1359,1,412,615,915,1,300
18,34,982,560,1030,1,470,900,1436,2,536
18,35,519,940,1350,1,410,505,833,1,328
18,36,677,596,929,1,333,915,1216,1,301
18,37,677,653,986,1,333,1335,1661,1,326
18,38,459,940,1350,1,410,1150,1619,1,469
18,39,723,750,1350,1,600,505,833,1,328
18,40,806,940,1350,1,410,900,1436,2,536
18,41,663,750,1350,1,600,1150,1619,1,469
18,42,667,410,713,1,303,615,915,1,300
18,43,677,731,1046,1,315,725,1031,1,306
18,44,667,410,713,1,303,785,1245,1,460
18,45,677,731,1046,1,315,1047,1341,1,294
18,46,2029,560,1030,1,470,915,1216,1,301
18,47,677,653,986,1,333,1165,1582,1,417
18,48,2029,360,688,1,328,1150,1624,1,474
18,49,667,947,1359,1,412,785,1245,1,460
18,50,677,596,929,1,333,1165,1582,1,417
18,51,677,360,688,1,328,1047,1418,1,371
18,52,667,1046,1359,1,313,785,1245,1,460
18,53,964,653,1201,2,548,1047,1341,1,294
18,54,667,1046,1359,1,313,615,915,1,300
18,55,948,360,688,1,328,1056,1375,1,319
18,56,677,430,929,1,499,1047,1341,1,294
18,57,938,560,1030,1,470,505,848,1,343
19,1,612,370,812,2,622,1080,1964,2,704
19,2,585,350,768,2,598,1240,2144,2,724
19,3,806,360,840,2,660,1240,2144,2,724
19,4,575,350,768,2,598,1240,2144,2,724
19,5,958,360,840,2,660,1005,1740,2,555
19,6,621,1135,1383,1,428,1240,2144,2,724
19,7,632,890,1365,2,655,1240,2059,2,639
19,8,1336,1015,1436,2,601,1240,2144,2,724
19,9,644,434,768,2,514,1240,2144,2,724
19,10,806,360,840,2,660,1240,2144,2,724
19,11,702,890,1383,2,673,1285,1914,2,449
19,12,612,370,812,2,622,1080,1964,2,704
19,13,644,434,768,2,514,1240,2144,2,724
19,14,607,890,1383,2,673,1080,1964,2,704
19,15,607,890,1383,2,673,1080,1964,2,704
19,16,766,665,1073,2,588,1285,1914,2,449
19,17,585,350,768,2,598,1240,2144,2,724
19,18,702,890,1365,2,655,1285,1914,2,449
19,19,609,890,1365,2,655,910,1584,1,494
19,20,907,350,768,2,598,857,1497,2,460
19,21,943,1135,1383,1,428,857,1497,2,460
19,22,613,350,812,2,642,1080,1964,2,704
19,23,607,890,1365,2,655,1080,1964,2,704
19,24,881,1135,1383,1,428,857,1497,2,460
19,25,607,890,1365,2,655,1080,1964,2,704
19,26,723,370,812,2,622,1005,1780,2,595
19,27,763,1135,1383,1,428,1285,1914,2,449
19,28,575,350,768,2,598,1240,2144,2,724
19,29,560,890,1365,2,655,1240,2144,2,724
19,30,560,890,1383,2,673,1240,2144,2,724
19,31,986,434,768,2,514,1285,1914,2,449
19,32,615,350,768,2,598,1080,1964,2,704
19,33,1336,1015,1436,2,601,1240,2144,2,724
19,34,560,890,1383,2,673,1240,2144,2,724
19,35,613,350,812,2,642,1080,1964,2,704
19,36,609,890,1383,2,673,910,1584,1,494
19,37,560,890,1365,2,655,1240,2144,2,724
19,38,863,665,1073,2,588,1307,2078,2,591
19,39,618,1135,1383,1,428,910,1584,1,494
19,40,784,1135,1383,1,428,1045,1750,2,525
20,1,597,495,1212,2,657,1115,1747,2,692
20,2,597,495,1212,2,657,1115,1747,2,692
20,3,597,495,1165,2,610,1115,1747,2,692
20,4,597,495,949,2,394,903,1554,2,711
20,5,838,660,1212,2,492,990,1365,2,435
20,6,597,495,949,2,394,1115,1747,2,692
20,7,899,495,949,2,394,1175,1469,1,354
20,8,597,495,1212,2,657,903,1554,2,711
20,9,597,495,1212,2,657,903,1554,2,711
20,10,1019,790,1257,2,407,655,935,1,340
20,11,597,495,949,2,394,903,1554,2,711
20,12,609,790,1405,1,555,655,935,1,340
20,13,837,660,1212,2,492,945,1415,2,530
20,14,597,495,1165,2,610,903,1554,2,711
20,15,597,495,1165,2,610,1115,1747,2,692
20,16,609,790,1405,1,555,655,1010,1,415
20,17,597,495,1212,2,657,1115,1747,2,692
20,18,597,495,949,2,394,903,1554,2,711
20,19,597,495,1212,2,657,903,1554,2,711
20,20,597,495,1212,2,657,1115,1747,2,692
20,21,597,495,1212,2,657,1115,1747,2,692
20,22,736,660,1212,2,492,903,1554,2,711
20,23,597,495,949,2,394,903,1554,2,711
20,24,597,495,1165,2,610,1115,1747,2,692
20,25,597,495,1165,2,610,903,1554,2,711
20,26,609,790,1405,1,555,1175,1469,1,354
20,27,597,495,1212,2,657,1115,1747,2,692
20,28,899,495,949,2,394,655,935,1,340
20,29,899,495,949,2,394,655,935,1,340
20,30,597,495,1212,2,657,903,1554,2,711
20,31,597,495,1165,2,610,903,1554,2,711
20,32,597,495,1165,2,610,903,1554,2,711
20,33,597,495,1212,2,657,1270,1635,2,425
20,34,838,660,1257,2,537,990,1365,2,435
20,35,597,495,949,2,394,1270,1635,2,425
20,36,597,495,1165,2,610,1115,1747,2,692
20,37,597,495,1212,2,657,1115,1747,2,692
20,38,597,495,949,2,394,1270,1635,2,425
20,39,633,790,1245,1,395,655,935,1,340
20,40,676,325,799,2,414,1115,1483,2,428
20,41,597,495,1165,2,610,1270,1635,2,425
20,42,597,495,1165,2,610,1270,1635,2,425
20,43,597,495,949,2,394,1115,1747,2,692
20,44,597,495,1212,2,657,1270,1635,2,425
20,45,597,495,949,2,394,1115,1747,2,692
20,46,899,495,949,2,394,1175,1469,1,354
20,47,597,495,1212,2,657,903,1554,2,711
20,48,597,495,949,2,394,1115,1747,2,692
20,49,597,495,1212,2,657,903,1554,2,711
20,50,597,495,1212,2,657,1115,1747,2,692
20,51,597,495,1212,2,657,1270,1635,2,425
20,52,838,660,1257,2,537,990,1365,2,435
20,53,597,495,1212,2,657,1270,1635,2,425
20,54,838,660,1212,2,492,990,1365,2,435
20,55,597,495,1212,2,657,903,1554,2,711
20,56,736,660,1257,2,537,903,1554,2,711
